ID,Age,Income,Gender,Score,Country,Income per Age
43,68.0,10.634291724273172,Female,6.709304340258298,USA,0.15638664300401725
44,24.0,10.776474045001011,Male,6.576469569048224,UK,0.4490197518750421
45,38.0,10.166851317336702,Female,6.423246963533519,USA,0.26754871887728165
46,26.0,11.058732190770712,Male,6.440946540632921,Canada,0.42533585349118125
47,56.0,11.06041695469908,Female,6.726233402358747,USA,0.19750744561962644
48,35.0,11.010481285232153,Female,6.61338421837956,UK,0.31458517957806154
49,21.0,10.641512491874158,Female,6.677083461247136,USA,0.5067386900892457
50,42.0,10.210383843911714,Female,6.588926477533519,UK,0.24310437723599318
51,31.0,9.989160534274278,Male,6.186208623900494,UK,0.32223098497658964
52,67.0,10.82681347929128,Male,6.42648845745769,USA,0.1615942310341982
53,26.0,10.743760797986367,Male,6.338594078203183,USA,0.4132215691533218
54,43.0,11.117554241767293,Male,6.20455776256869,USA,0.25854777306435567
55,19.0,10.777559481473872,Male,6.455198563340122,USA,0.5672399727091512
56,37.0,10.8408546100122,Male,6.70808408385307,Canada,0.29299607054087023
57,45.0,10.424837599758332,Male,6.682108597449809,USA,0.23166305777240737
58,43.50097777777778,10.444386409308262,Male,5.963579343618446,Canada,0.24009544021430515
59,24.0,10.80482706995707,Male,6.694562058521095,Canada,0.45020112791487793
60,61.0,10.878556496779096,Female,6.16541785423142,Canada,0.178336991750477
61,25.0,10.553257393126504,Female,6.70808408385307,Canada,0.42213029572506017
62,64.0,11.233952028695349,Female,6.025865973825314,USA,0.17553050044836482
63,52.0,10.643088837467957,Male,5.808142489980444,USA,0.20467478533592226
64,31.0,11.235259727793936,Female,6.736966958001855,UK,0.3624277331546431
65,34.0,11.112477748673847,Male,5.988961416889864,USA,0.3268375808433484
66,53.0,10.704569432697642,Male,5.942799375126701,USA,0.20197300816410646
67,67.0,11.127762859199894,Female,6.525029657843462,Canada,0.16608601282387903
68,57.0,10.744235437161638,Male,6.693323668269949,UK,0.1884953585466954
69,21.0,10.21288219189356,Male,6.306275286948016,USA,0.48632772342350283
70,19.0,11.243502345301838,Male,6.42648845745769,UK,0.5917632813316757
71,23.0,9.908425341565751,Female,5.902633333401366,USA,0.43080110180720654
72,59.0,10.081842921060204,Female,6.124683390894205,UK,0.1708786935772916
73,43.50097777777778,11.06041695469908,Male,6.56244409369372,USA,0.2542567436346047
74,46.0,10.917086466877281,Male,6.131226489483141,USA,0.23732796667124526
75,35.0,10.24320451932223,Male,6.717804695023691,USA,0.29266298626634946
76,43.0,11.06041695469908,Female,6.324358962381311,USA,0.25721899894649025
77,61.0,10.127590643345037,Female,6.677083461247136,USA,0.16602607612041045
78,51.0,10.355868052653099,Female,6.343880434126331,UK,0.20305623632653136
79,27.0,11.105303031508205,Female,6.280395838960195,Canada,0.41130751968548906
80,53.0,10.510831716653778,Male,6.284134161070802,UK,0.19831757955950524
81,31.0,11.039893254197803,Male,6.206575926724928,USA,0.35612558884509043
82,48.0,11.06041695469908,Female,6.51025834052315,USA,0.2304253532228975
83,65.0,10.011848562206193,Male,5.793013608384144,USA,0.15402843941855682
84,32.0,11.16360909448382,Male,6.104793232414985,USA,0.3488627842026194
85,25.0,11.06041695469908,Male,6.561030665896573,USA,0.4424166781879632
86,31.0,10.35108579524461,Male,6.29156913955832,USA,0.3339059933949874
87,40.0,10.84712104080199,Female,6.368187186350492,USA,0.27117802602004976
88,57.0,10.784731249332715,Male,6.182084906716632,USA,0.189205811391802
89,43.50097777777778,11.164218690680674,Female,6.519147287940395,UK,0.25664293680276423
90,33.0,10.29896966259089,Male,6.638567789166521,USA,0.3120899897754815
91,62.0,10.877801879428592,Male,3.9982007016691985,USA,0.17544841741013859
92,35.0,10.810333825582283,Male,6.003887067106539,UK,0.3088666807309224
93,64.0,10.988254434382185,Female,5.771441123130016,Canada,0.17169147553722164
94,41.0,11.052919690200872,Male,6.35088571671474,Canada,0.26958340707807005
95,43.0,10.474608332085875,Male,6.416732282512326,USA,0.24359554260664826
96,42.0,11.102834674871971,Male,6.680854678790215,Canada,0.26435320654457073
97,62.0,10.773985623236607,Male,6.738152494595957,UK,0.17377396166510656
98,58.0,11.06041695469908,Male,6.049733455231958,USA,0.19069684404653586
99,46.0,11.162246793119436,Male,6.4425401664681985,USA,0.24265753898085732
100,32.0,11.007253206445032,Female,5.75890177387728,UK,0.34397666270140725
101,62.0,10.391054784724917,Male,6.037870919922137,USA,0.1675976578181438
102,18.0,10.601647149919609,Male,6.546785410760524,UK,0.5889803972177561
103,42.0,11.242965425506064,Male,4.175924549214524,USA,0.2676896529882396
104,24.0,10.19828177359369,Male,6.386879319362645,Canada,0.4249284072330704
105,26.0,9.906831953786519,Male,6.137727054086234,Canada,0.3810319982225584
106,41.0,10.30437553490118,Male,6.419994928147142,USA,0.25132623255856534
107,18.0,11.2655660623969,Female,6.573680166960646,UK,0.6258647812442723
108,61.0,10.683018830053381,Male,6.637258031284457,Canada,0.1751314562303833
109,25.0,10.864177871706968,Male,6.406879986069314,USA,0.4345671148682787
110,41.0,11.219024092704531,Male,5.963579343618446,USA,0.2736347339684032
111,43.50097777777778,9.99934303817965,Female,5.991464547107982,Canada,0.22986478808041313
112,68.0,11.277823192336225,Male,6.343880434126331,Canada,0.165850341063768
113,43.50097777777778,10.736874822010519,Male,6.480044561926653,USA,0.2468191606372441
114,25.0,10.582865369010074,Male,6.678342114654332,UK,0.42331461476040294
115,52.0,11.06041695469908,Male,5.993961427306569,USA,0.2127003260519054
116,43.50097777777778,9.91788343281986,Male,6.5337888379333435,UK,0.2279921955659202
117,50.0,11.06041695469908,Male,6.295266001439646,Canada,0.2212083390939816
118,22.0,11.2499880362755,Male,6.501289670540389,Canada,0.5113630925579773
119,59.0,10.072343858376511,Female,6.472346294500901,Canada,0.17071769251485613
120,56.0,11.199063674735063,Female,5.805134968916488,UK,0.19998327990598327
121,58.0,10.958130537988746,Male,5.940171252720432,USA,0.188933285137737
122,45.0,9.92093446613985,Female,5.950642552587727,Canada,0.22046521035866332
123,24.0,11.16216158763215,Female,6.135564891081739,Canada,0.4650900661513396
124,26.0,11.06041695469908,Male,6.70808408385307,UK,0.4254006521038108
125,25.0,10.95336467552236,Male,6.507277712385012,Canada,0.4381345870208944
126,29.0,10.86268450542074,Male,6.673297967767654,USA,0.37457532777312896
127,51.0,11.167006750540581,Male,6.610696044717759,USA,0.2189609166772663
128,50.0,10.787502995858494,Female,6.656726524178391,USA,0.2157500599171699
129,65.0,10.9360668705998,Female,6.037870919922137,UK,0.16824718262461233
130,40.0,11.207798782912073,Male,5.717027701406222,Canada,0.2801949695728018
131,41.0,10.043510330455955,Male,6.244166900663736,UK,0.24496366659648672
132,54.0,9.95246817475775,Female,6.300785794663244,Canada,0.18430496619921757
133,52.0,11.121067360268281,Male,5.8971538676367405,UK,0.21386668000515924
134,61.0,10.164581780078812,Female,5.945420608606575,UK,0.16663248819801332
135,57.0,11.06041695469908,Female,6.529418838262226,UK,0.19404240271401896
136,39.0,10.912284536881874,Male,6.416732282512326,UK,0.2798021676123557
137,44.0,10.568209538078998,Male,6.1675164908883415,Canada,0.2401865804108863
138,52.0,11.06041695469908,Male,5.796057750765372,USA,0.2127003260519054
139,18.0,10.786014654257475,Male,6.517671272912275,Canada,0.5992230363476375
140,52.0,9.986771156672866,Male,5.883322388488279,USA,0.1920532914744782
141,54.0,10.865191323936779,Male,6.543911845564792,Canada,0.20120724673957
142,64.0,10.930675444525871,Male,5.720311776607412,USA,0.17079180382071674
143,31.0,11.06041695469908,Female,5.717027701406222,UK,0.35678764369997035
144,43.50097777777778,10.918935599943469,Male,6.142037405587356,Canada,0.25100437180337
145,18.0,10.511076844734427,Male,6.6039438246004725,UK,0.583948713596357
146,43.50097777777778,10.580683180882003,Female,5.8944028342648505,Canada,0.24322862890422395
147,43.0,11.033711550969649,Male,6.07073772800249,Canada,0.2565979430458058
148,31.0,11.240460358323308,Male,5.746203190540153,USA,0.36259549542978414
149,56.0,11.213845347566078,Female,6.1675164908883415,UK,0.20024723834939426
150,44.0,11.028920269688678,Male,6.349138991379798,Canada,0.25065727885656086
151,26.0,11.272724764084428,Male,6.741700694652055,Canada,0.4335663370801703
152,32.0,10.405958371919365,Male,5.921578419643816,UK,0.32518619912248015
153,32.0,10.33728093263115,Male,6.470799503782602,USA,0.32304002914472346
154,43.0,10.335205031788359,Male,6.5998704992128365,UK,0.24035360539042694
155,59.0,11.017891165999247,Female,6.206575926724928,UK,0.18674391806778384
156,30.0,11.277937039288096,Male,6.230481447578482,UK,0.37593123464293654
157,68.0,11.180901320901038,Male,5.799092654460526,USA,0.16442501942501525
158,49.0,10.928417419516713,Male,6.182084906716632,USA,0.2230289269289125
159,56.0,10.933767465827414,Female,6.646390514847729,USA,0.19524584760406097
160,66.0,11.289094177219521,Female,6.008813185442595,USA,0.17104688147302305
161,69.0,10.514936489111568,Male,6.593044534142437,UK,0.15239038390016765
162,49.0,10.524789583442729,Female,6.3578422665081,Canada,0.21479162415189243
163,21.0,10.903990748093918,Female,6.371611847231857,Canada,0.5192376546711389
164,47.0,10.552264785360133,Male,6.5722825426940075,UK,0.224516272028939
165,54.0,11.283021614237802,Male,6.142037405587356,USA,0.20894484470810745
166,40.0,11.262513486501826,Male,6.061456918928017,UK,0.28156283716254565
167,56.0,10.707393153815492,Male,6.257667587882639,Canada,0.19120344917527662
168,62.0,13.038568639661063,Female,6.566672429803241,UK,0.21029949418808166
169,32.0,11.206997952177097,Male,6.70196036600254,UK,0.3502186860055343
170,60.0,10.063904273942033,Male,6.60934924316738,USA,0.16773173789903387
171,46.0,11.023698240756733,Female,6.102558594613569,Canada,0.2396456139294942
172,43.50097777777778,11.275949181024878,Female,5.986452005284438,USA,0.2592113960892422
173,30.0,10.487377747159124,Male,6.61338421837956,Canada,0.3495792582386375
174,49.0,10.045073916598,Female,6.61472560020376,UK,0.205001508502
175,24.0,11.184254717441094,Female,6.721425700790643,USA,0.4660106132267123
176,68.0,11.25454326156331,Male,6.630683385642372,UK,0.1655079891406369
177,39.0,11.251898306178386,Male,5.910796644040527,USA,0.288510212978933
178,45.0,10.187312194660604,Male,6.677083461247136,Canada,0.22638471543690233
179,19.0,10.59693468810507,Female,6.61338421837956,USA,0.557733404637109
180,43.50097777777778,11.214101552099603,Female,3.629660094453965,USA,0.25778964347390515
181,62.0,11.050905878263567,Male,5.746203190540153,Canada,0.17824041739134786
182,23.0,10.707415532439432,Male,6.198478716492308,UK,0.46553980575823617
183,45.0,10.797123593845477,Female,6.602587892189336,UK,0.23993607986323282
184,45.0,10.743782377382361,Female,6.522092798170152,UK,0.2387507194973858
185,61.0,11.24841289454509,Male,6.18826412308259,UK,0.18440021138598509
186,61.0,10.53436031361157,Male,5.799092654460526,Canada,0.17269443137068147
187,43.50097777777778,11.065669142800257,Male,6.2166061010848646,UK,0.2543774808770641
188,47.0,11.110071943698552,Male,6.261491684321042,USA,0.2363845094403947
189,28.0,10.758923636139793,Female,5.765191102784844,USA,0.38424727271927833
190,45.0,11.06041695469908,Female,6.638567789166521,UK,0.24578704343775734
191,42.0,11.227307926567326,Male,6.1675164908883415,USA,0.26731685539446015
192,56.0,13.176434809192056,Male,6.214608098422191,UK,0.23529347873557244
193,50.0,10.48040985787697,Male,6.452048954437226,UK,0.2096081971575394
194,18.0,10.810273254395979,Female,6.171700597410915,USA,0.6005707363553321
195,44.0,10.818377303494655,Male,6.398594934535208,USA,0.24587221144306035
196,69.0,11.138595585792775,Female,5.932245187448011,USA,0.16142892153322863
197,30.0,11.285334538728739,Female,6.628041376179533,USA,0.3761778179576246
198,43.50097777777778,11.043705528557028,Female,6.573680166960646,USA,0.2538725815537563
199,20.0,11.06041695469908,Male,5.87493073085203,UK,0.5530208477349541
200,56.0,10.707818262056689,Male,6.386879319362645,USA,0.19121104039386944
201,23.0,13.315839160540422,Male,6.480044561926653,Canada,0.5789495287191488
202,43.50097777777778,10.939710120850858,Male,6.504288173536645,UK,0.2514819362621165
203,44.0,11.202956882939207,Male,6.456769655572163,USA,0.2546126564304365
204,26.0,10.879122086326996,Male,6.608000625296087,Canada,0.4184277725510383
205,54.0,10.976029613471054,Female,6.447305862541213,USA,0.20325980765687138
206,50.0,10.21804278528445,Female,6.648984550024776,USA,0.204360855705689
207,68.0,10.304542952155593,Male,5.786897381366708,USA,0.1515373963552293
208,59.0,11.10049616306043,Female,6.298949246855942,UK,0.1881440027637361
209,61.0,11.00829726411219,Female,6.19644412779452,Canada,0.1804638895756097
210,41.0,10.745485679828429,Male,6.222576268071369,UK,0.26208501658118116
211,32.0,11.075892287394401,Male,6.558197802812269,UK,0.34612163398107504
212,49.0,10.573289337601082,Male,5.707110264748875,UK,0.21578141505308332
213,49.0,13.581950442126868,Male,6.226536669287466,Canada,0.27718266208422176
214,41.0,10.80640931667133,Male,6.424869023905388,UK,0.26357095894320315
215,58.0,11.273576309309085,Female,6.0112671744041615,USA,0.19437200533291527
216,69.0,10.403808191656971,Male,6.400257445308821,Canada,0.1507798288645938
217,66.0,10.373928586106643,Male,6.102558594613569,USA,0.15718073615313097
218,66.0,10.253228511871932,Male,6.714170529909472,USA,0.15535194714957473
219,69.0,11.149110808117252,Female,6.118097198041348,Canada,0.16158131605967033
220,29.0,10.59588445170537,Female,6.003887067106539,USA,0.36537532592087485
221,56.0,10.652518724092985,Male,6.570882962339584,UK,0.1902235486445176
222,19.0,10.73589655042955,Female,6.725033642166843,USA,0.5650471868647131
223,20.0,10.764920750925564,Male,5.802118375377063,USA,0.5382460375462782
224,66.0,10.149722435073736,Female,6.428105272684596,Canada,0.15378367325869297
225,54.0,12.705786764541445,Female,5.771441123130016,Canada,0.23529234749150824
226,66.0,10.577273508367446,Female,6.670766320845874,USA,0.16026171982374918
227,43.50097777777778,10.616902938268561,Male,5.846438775057725,USA,0.24406124828973716
228,66.0,11.06041695469908,Male,5.703782474656201,USA,0.16758207507119818
229,19.0,10.988203736012126,Male,6.637258031284457,USA,0.5783265124216909
230,19.0,11.081018840831232,Male,3.8501476017100584,USA,0.5832115179384859
231,45.0,10.419270866621346,Female,6.464588303689961,Canada,0.23153935259158548
232,40.0,10.604379663543519,Male,5.820082930352362,UK,0.265109491588588
233,54.0,10.66658048378274,Female,6.584791392385716,UK,0.19752926821819888
234,49.0,10.68793689150286,Male,6.663132695990803,USA,0.21812116105107876
235,50.0,11.224816634803659,Male,6.546785410760524,UK,0.2244963326960732
236,18.0,10.437345875412692,Male,6.280395838960195,UK,0.5798525486340385
237,36.0,11.122944850896442,Female,6.495265555937008,UK,0.30897069030267893
238,19.0,10.668397099322965,Female,6.70196036600254,Canada,0.5614945841748928
239,61.0,10.159098293987839,Female,6.395261598115449,Canada,0.1665425949834072
240,43.50097777777778,10.064244931414242,Male,6.075346031088684,USA,0.23135675209019102
241,49.0,12.296598672229544,Male,6.617402977974478,USA,0.250950993310807
242,23.0,10.039241473513748,Male,5.950642552587727,UK,0.43648875971798906
243,49.0,9.971660087639178,Male,6.424869023905388,UK,0.2035032670946771
244,21.0,10.144746033275508,Male,5.926926025970411,UK,0.48308314444169087
245,28.0,10.360089276091673,Male,5.953243334287785,UK,0.37000318843184543
246,34.0,11.04934913630475,Female,6.236369590203704,Canada,0.32498085695013973
247,43.50097777777778,11.200281076894816,Male,6.1903154058531475,USA,0.25747193854149214
248,41.0,10.971915510026923,Male,6.693323668269949,UK,0.2676076953665103
249,22.0,10.772560882801168,Female,6.331501849893691,UK,0.489661858309144
250,69.0,10.26976128039413,Female,6.461468176353717,USA,0.14883712000571203
251,51.0,10.661391980311352,Male,6.421622267806518,Canada,0.2090469015747324
252,23.0,11.023681930070788,Female,5.771441123130016,UK,0.4792905186987299
253,39.0,10.45328385820019,Male,6.556778356158042,Canada,0.2680329194410305
254,43.50097777777778,10.678030371300068,Male,6.694562058521095,UK,0.245466445049768
255,65.0,10.532815952882851,Male,5.7430031878094825,UK,0.16204332235204386
256,33.0,10.813277198067922,Male,6.284134161070802,UK,0.32767506660811885
257,50.0,10.512736686478211,Female,6.648984550024776,Canada,0.21025473372956424
258,26.0,11.06041695469908,Female,5.8377304471659395,UK,0.4254006521038108
259,23.0,10.85784448521674,Female,6.363028103540465,UK,0.47208019500942344
260,33.0,10.395130356885344,Female,6.478509642208569,UK,0.3150039502086468
261,43.50097777777778,10.691717614342766,Female,5.869296913133774,USA,0.24578108724270029
262,20.0,10.609452236806687,Female,6.733401891837359,UK,0.5304726118403343
263,37.0,10.561473768002484,Female,5.937536205082426,USA,0.28544523697304014
264,53.0,10.340580518324604,Male,6.4425401664681985,UK,0.19510529279857744
265,43.50097777777778,11.275010856752338,Male,6.694562058521095,USA,0.2591898259011574
266,43.0,10.856168071193151,Male,6.4692503167957724,Canada,0.2524690249114686
267,20.0,11.284492951722408,Female,6.687108607866515,USA,0.5642246475861203
268,36.0,10.843299479451629,Female,6.548219102762372,Canada,0.3012027633181008
269,37.0,11.281333828865991,Male,6.434546518787453,USA,0.30490091429367544
270,49.0,9.99706896615766,Male,5.8377304471659395,Canada,0.2040218156358706
271,24.0,11.1556932229126,Female,6.744059186311348,Canada,0.46482055095469166
272,69.0,13.291954241719464,Male,6.018593214496234,USA,0.19263701799593427
273,58.0,11.006274448725538,Male,6.340359303727752,USA,0.1897633525642334
274,50.0,10.10295297649576,Male,6.421622267806518,UK,0.2020590595299152
275,57.0,11.235457714925419,Female,6.240275845170769,Canada,0.1971132932443056
276,56.0,11.136281022670257,Male,6.692083742506628,UK,0.19886216111911173
277,35.0,10.850210491530484,Male,6.47543271670409,USA,0.31000601404372813
278,57.0,10.264826602601737,Female,5.749392985908253,USA,0.18008467723862695
279,18.0,11.260314482240034,Female,6.621405651764134,USA,0.625573026791113
280,28.0,10.81508729892216,Female,5.963579343618446,Canada,0.3862531178186486
281,45.0,10.33214821824748,Male,6.152732694704104,UK,0.2296032937388329
282,42.0,10.86128484456201,Female,6.352629396319567,UK,0.25860202010861927
283,67.0,10.792838649154332,Female,6.470799503782602,UK,0.16108714401722884
284,40.0,10.626266348220677,Female,6.037870919922137,UK,0.2656566587055169
285,48.0,10.50207677030558,Male,6.142037405587356,UK,0.21879326604803292
286,47.0,11.224803295690043,Male,6.364750756851911,USA,0.23882560203595835
287,43.50097777777778,10.74890507476649,Male,6.2422232654551655,UK,0.24709571195564037
288,52.0,10.387486538298399,Male,6.493753839851686,USA,0.19975935650573845
289,24.0,10.703603954093316,Male,6.680854678790215,UK,0.4459834980872215
290,43.50097777777778,11.09492208016396,Male,6.423246963533519,USA,0.2550499470803099
291,43.0,11.06041695469908,Female,6.68586094706836,Canada,0.25721899894649025
292,65.0,10.841089577019996,Female,6.222576268071369,Canada,0.16678599349261533
293,69.0,10.319562839756308,Male,6.490723534502507,UK,0.14955888173559867
294,66.0,11.06041695469908,Male,6.668228248417403,Canada,0.16758207507119818
295,19.0,11.097046318513192,Female,6.6052979209482015,USA,0.5840550693954312
296,43.50097777777778,10.579742865425855,Male,6.369900982828227,Canada,0.24320701294283217
297,43.50097777777778,10.648277966247912,Female,5.749392985908253,USA,0.2447824970887786
298,29.0,10.908008917804642,Female,6.461468176353717,UK,0.3761382385449876
299,22.0,11.194962863227914,Female,6.089044875446846,UK,0.5088619483285416
300,54.0,11.127630563651447,Male,6.651571873589727,USA,0.20606723266021199
301,43.50097777777778,10.854952359417938,Female,6.368187186350492,Canada,0.24953352577199145
302,26.0,11.007535043694178,Female,5.814130531825066,Canada,0.4233667324497761
303,58.0,11.255914844144442,Male,6.541029999189903,UK,0.1940674973128352
304,52.0,10.647090176584566,Male,6.175867270105761,Canada,0.2047517341650878
305,36.0,10.582763977410282,Female,6.539585955617669,Canada,0.2939656660391745
306,65.0,10.285137995878252,Male,6.251903883165888,Canada,0.1582328922442808
307,33.0,10.863909995770191,Female,6.523562306149512,USA,0.32920939381121794
308,20.0,10.886445787656298,Female,6.616065185132817,USA,0.5443222893828149
309,37.0,10.210604537626516,Female,5.945420608606575,Canada,0.27596228480071666
310,41.0,10.970179085077808,Male,5.87493073085203,UK,0.2675653435384831
311,50.0,11.089698545683305,Male,6.169610732491456,UK,0.2217939709136661
312,41.0,10.359677460135904,Male,6.42648845745769,Canada,0.25267506000331474
313,69.0,10.60735209643727,Male,6.423246963533519,Canada,0.15372974052807636
314,28.0,10.812088795925902,Female,6.432940092739179,UK,0.3861460284259251
315,43.50097777777778,10.42141787803205,Female,5.7899601708972535,USA,0.23956743986926593
316,25.0,11.063241976146475,Female,5.746203190540153,UK,0.442529679045859
317,53.0,11.06041695469908,Male,6.300785794663244,USA,0.20868711235281284
318,55.0,9.903937451316493,Male,6.725033642166843,UK,0.18007159002393622
319,57.0,11.138304740157045,Male,6.257667587882639,UK,0.19540885509047448
320,37.0,11.085414114542965,Male,6.320768294250582,UK,0.2996057868795396
321,52.0,10.468886585227278,Female,6.255750041753367,UK,0.20132474202360148
322,43.50097777777778,11.06336739355144,Female,5.8664680569332965,UK,0.2543245682905798
323,42.0,11.233409955184841,Male,6.018593214496234,USA,0.2674621417901153
324,52.0,10.139389369949,Male,6.651571873589727,Canada,0.19498825711440387
325,42.0,13.505828245232825,Male,5.950642552587727,USA,0.32156733917221014
326,43.50097777777778,10.321473941197965,Female,5.905361848054571,UK,0.2372699297455937
327,35.0,11.06041695469908,Male,6.054439346269371,USA,0.3160119129914023
328,63.0,11.139641930222721,Male,6.20050917404269,Canada,0.17681971317813844
329,35.0,11.250079084303398,Male,5.991464547107982,USA,0.32143083098009706
330,19.0,10.222159441674654,Male,5.91350300563827,Canada,0.538008391667087
331,52.0,11.06041695469908,Male,5.8998973535824915,Canada,0.2127003260519054
332,33.0,10.818877879167118,Male,6.220590170099739,USA,0.3278447842171854
333,58.0,10.900878893846832,Male,6.063785208687608,UK,0.18794618782494538
334,53.0,10.874474781329312,Male,5.703782474656201,USA,0.20517876945904362
335,50.0,11.003665281928944,Male,5.811140992976701,Canada,0.22007330563857888
336,21.0,10.794850144085432,Male,6.682108597449809,UK,0.5140404830516873
337,50.0,10.31181522625777,Male,6.075346031088684,USA,0.20623630452515537
338,31.0,10.786366268065041,Male,6.327936783729195,Canada,0.34794729896984006
339,38.0,11.01112565241155,Male,6.415096959171596,USA,0.28976646453714605
340,43.50097777777778,10.754962391475377,Male,6.373319789577012,Canada,0.24723495748570248
341,43.50097777777778,11.208056541095626,Male,5.963579343618446,UK,0.2576506808272525
342,25.0,10.570162412764958,Male,6.320768294250582,Canada,0.4228064965105983
343,24.0,11.1222504423347,Male,6.54534966033442,Canada,0.4634271017639458
344,20.0,11.27414783587205,Male,6.736966958001855,USA,0.5637073917936025
345,43.50097777777778,10.247077256926206,Female,6.62273632394984,Canada,0.2355596995836003
346,50.0,10.151596849868087,Male,6.406879986069314,USA,0.20303193699736174
347,65.0,10.425253116340453,Male,5.968707559985366,USA,0.16038850948216082
348,29.0,10.908338461389762,Male,6.536691597591305,USA,0.37614960211688836
349,68.0,11.161735451262066,Male,6.520621127558696,UK,0.16414316840091273
350,39.0,10.584283773037043,Male,5.877735781779639,Canada,0.2713918916163344
351,43.50097777777778,10.115003767609359,Male,6.633318433280377,Canada,0.23252359565987848
352,63.0,10.837048295575237,Male,6.375024819828097,Canada,0.17201663961230534
353,47.0,10.019357648578541,Female,6.675823221634848,UK,0.21317782231018173
354,55.0,11.256134639993771,Male,5.75890177387728,USA,0.2046569934544322
355,55.0,10.348045160450388,Male,6.159095388491933,UK,0.1881462756445525
356,62.0,10.399372112432818,Female,6.70808408385307,USA,0.16773180826504547
357,68.0,10.993176815825393,Male,6.253828811575473,USA,0.16166436493860872
358,25.0,10.409310684679328,Male,6.364750756851911,USA,0.4163724273871731
359,44.0,10.256219733992088,Male,6.720220155135295,UK,0.23309590304527472
360,44.0,10.209390119018103,Male,6.593044534142437,UK,0.2320315936140478
361,51.0,11.07938490391378,Male,6.670766320845874,UK,0.2172428412532114
362,38.0,10.030736753451592,Male,6.608000625296087,UK,0.26396675666977876
363,47.0,10.619618569486448,Male,6.466144724237619,Canada,0.2259493312656691
364,50.0,10.76250927621971,Male,6.3578422665081,UK,0.2152501855243942
365,45.0,11.004297424747724,Male,6.658011045870748,USA,0.24453994277217164
366,43.50097777777778,10.841872401883348,Male,5.986452005284438,USA,0.24923284385165834
367,50.0,10.470391006521822,Male,6.56244409369372,USA,0.20940782013043646
368,22.0,11.243358321943619,Male,6.588926477533519,Canada,0.5110617419065281
369,65.0,11.078536053283662,Female,6.1224928095143865,UK,0.17043901620436402
